2.226359940551400086e+03,-6.673168567581168418e+02
1.412554374128228574e+02,1.236071006967923722e+02
2.459260946247250558e+03,-1.292332415251867133e+03
6.260267437632168708e+01,1.369986777029782665e+01
2.032598588371413825e+03,-9.743672140204612333e+02
7.587624813883074921e+02,1.166864821015245525e+03
1.004278472300678118e+03,9.152630267349366022e+02
1.871239206652310031e+03,-1.232308611112203153e+03
4.182733586744134868e+01,4.206831151625402754e+01
1.869638180494944208e+03,-1.146072462449988507e+03
1.565880954412007213e+03,1.038503437118207330e+03
1.175229391921640172e+03,1.011677193894656966e+03
-8.828033968614121818e+01,1.854252804660236791e+02
9.424619061021799098e+02,1.006070562611943274e+03
7.772942424563474333e+02,1.147630324988158463e+03
7.387419770808791952e+01,-7.434174511123626417e+01
2.045878434158527170e+03,-1.438889699906954320e+03
-4.021902689872733561e+01,-1.104590236368875793e+02
2.252417983855118109e+03,-1.199991154674485415e+03
1.622307419865905558e+03,2.205299993251433079e+02
9.587704391329408509e+02,1.026690871849122004e+03
-3.266700701681204322e+01,1.895710677006890776e+01
1.962813468404234300e+03,-1.085567605813254886e+03
1.908655189977602959e+03,-1.357393297991640338e+03
2.036706692680397282e+03,-9.624586645791844148e+02
2.119790297214719885e+03,6.451374125534133555e+02
-2.615439881038047076e+01,8.821712546115588083e+00
1.703724977370501392e+03,-1.019336708300879877e+03
-4.277397126456406795e+01,4.908922437319806420e+01
2.319944190346044763e+02,-1.010009049597524182e+02
7.934833224592131273e+02,1.068217362697138469e+03
-1.002268730883591417e+02,1.830460703068902149e+02
-5.906177694664253863e+01,-1.542075698750630295e+02
9.966684054796536429e+02,1.207781614198930811e+03
8.549859306854859824e+02,1.191662949925684188e+03
2.007908658443560853e+03,-1.142357221773654828e+03
1.742009209750300215e+03,-1.007628718036621876e+03
1.939322548371570065e+03,-7.835007258757507316e+02
1.708787888302372039e+03,-6.311270672072894286e+02
1.260706459651228442e+03,9.444734248538547945e+02
5.002593973180155729e+01,-9.644601446410933931e+01
7.629710433414842328e+02,-4.430221767542344082e+02
9.635782307612262230e+02,1.148029986389773740e+03
2.175897686849509228e+03,-5.965379834366150362e+02
8.010638828217104219e+02,1.014929673382813235e+03
-9.584686364285978755e+01,4.203217869984673172e+00
5.676080986970299591e+01,-6.020001405557412255e+01
9.863867678135914048e+02,9.720521268467857681e+02
2.373029006587684307e+03,-1.078113604082973325e+03
2.112271918141651440e+03,-1.058443097894576567e+03
9.132611572447390245e+02,9.209032842300210859e+02
-3.844181806351402741e+01,3.972859394266642852e+01
1.934898596319637363e+03,-5.553971760276052692e+02
2.036394477727466437e+03,-1.023522373171301638e+03
2.112530546483937144e+02,2.105635738344643926e+02
2.209078744441289999e+01,6.613191721882432716e+01
7.165162271936966363e+02,1.030840821995823489e+03
2.350605615182354086e+03,-9.369249172032184561e+02
1.749153951557811524e+03,-5.732339119566356658e+02
8.890831319032466808e+02,7.481905506047324934e+02
1.924951295438844681e+03,-1.064990395543641171e+03
1.633130875045418861e+03,5.385272858591093836e+02
-9.210596927135277667e+01,-8.607059323691930786e+01
1.032422923394262398e+03,1.183337365209984000e+03
2.435494084866723824e+03,-1.222551376930492552e+03
1.962985204726384154e+03,-1.013470978557646504e+03
1.370578542241382536e+02,3.692642487762359451e+02
6.811538277863337498e+01,-1.981942754208225566e+01
2.132357502564543665e+03,-1.187399571401479534e+03
2.556871829380259896e+03,1.062388083572657024e+03
2.213326205755939554e+03,-7.161770384654844293e+02
